time (s),Pressure (psi),Rate (bpm)
5593,3309.91,0
5594,3309.65,0
5595,3309.39,0
5596,3309.14,0
5597,3308.97,0
5598,3308.8,0
5599,3308.65,0
5600,3308.5,0
5601,3308.42,0
5602,3308.28,0
5603,3308.15,0
5604,3308.05,0
5605,3307.92,0
5606,3307.76,0
5607,3307.66,0
5608,3307.42,0
5609,3307.17,0
5610,3306.99,0
5611,3306.8,0
5612,3306.61,0
5613,3306.41,0
5614,3306.23,0
5615,3306.08,0
5616,3305.83,0
5617,3305.59,0
5618,3305.33,0
5619,3305.12,0
5620,3304.85,0
5621,3304.56,0
5622,3304.32,0
5623,3304.08,0
5624,3303.88,0
5625,3303.61,0
5626,3303.41,0
5627,3303.25,0
5628,3303.12,0
5629,3303.02,0
5630,3302.84,0
5631,3302.65,0
5632,3302.44,0
5633,3302.2,0
5634,3301.95,0
5635,3301.76,0
5636,3301.57,0
5637,3301.39,0
5638,3301.2,0
5639,3301.02,0
5640,3300.83,0
5641,3300.68,0
5642,3300.61,0
5643,3300.45,0
5644,3300.29,0
5645,3300.04,0
5646,3299.79,0
5647,3299.54,0
5648,3299.28,0
5649,3299,0
5650,3298.76,0
5651,3298.46,0
5652,3298.2,0
5653,3298.04,0
5654,3297.88,0
5655,3297.68,0
5656,3297.4,0
5657,3297.24,0
5658,3297.01,0
5659,3296.81,0
5660,3296.69,0
5661,3296.55,0
5662,3296.34,0
5663,3296.2,0
5664,3296.03,0
5665,3295.81,0
5666,3295.6,0
5667,3295.48,0
5668,3295.35,0
5669,3295.26,0
5670,3295.13,0
5671,3294.92,0
5672,3294.78,0
5673,3294.63,0
5674,3294.47,0
5675,3294.24,0
5676,3294.01,0
5677,3293.8,0
5678,3293.52,0
5679,3293.29,0
5680,3293.13,0
5681,3292.87,0
5682,3292.68,0
5683,3292.51,0
5684,3292.24,0
5685,3292.04,0
5686,3291.81,0
5687,3291.51,0
5688,3291.25,0
5689,3290.9,0
5690,3290.63,0
5691,3290.48,0
5692,3290.37,0
5693,3290.07,0
5694,3289.85,0
5695,3289.7,0
5696,3289.58,0
5697,3289.37,0
5698,3289.24,0
5699,3289.09,0
5700,3288.96,0
5701,3288.82,0
5702,3288.61,0
5703,3288.39,0
5704,3288.18,0
5705,3288.02,0
5706,3287.92,0
5707,3287.81,0
5708,3287.53,0
5709,3287.35,0
5710,3287.16,0
5711,3287.03,0
5712,3287.03,0
5713,3286.79,0
5714,3286.36,0
5715,3286.07,0
5716,3286.07,0
5717,3285.72,0
5718,3285.57,0
5719,3285.36,0
5720,3285.2,0
5721,3284.97,0
5722,3284.7,0
5723,3284.7,0
5724,3284.55,0
5725,3284.31,0
5726,3284.04,0
5727,3283.87,0
5728,3283.69,0
5729,3283.6,0
5730,3283.47,0
5731,3283.33,0
5732,3283.19,0
5733,3283.01,0
5734,3282.82,0
5735,3282.66,0
5736,3282.51,0
5737,3282.36,0
5738,3282.19,0
5739,3281.96,0
5740,3281.8,0
5741,3281.61,0
5742,3281.37,0
5743,3281.14,0
5744,3280.98,0
5745,3280.79,0
5746,3280.56,0
5747,3280.29,0
5748,3280.06,0
5749,3279.86,0
5750,3279.68,0
5751,3279.41,0
5752,3279.09,0
5753,3278.9,0
5754,3278.63,0
5755,3278.44,0
5756,3278.24,0
5757,3278.17,0
5758,3278.09,0
5759,3277.9,0
5760,3277.81,0
5761,3277.75,0
5762,3277.68,0
5763,3277.51,0
5764,3277.4,0
5765,3277.21,0
5766,3277,0
5767,3276.78,0
5768,3276.59,0
5769,3276.4,0
5770,3276.21,0
5771,3275.97,0
5772,3275.77,0
5773,3275.56,0
5774,3275.3,0
5775,3275.09,0
5776,3274.89,0
5777,3274.74,0
5778,3274.55,0
5779,3274.41,0
5780,3274.19,0
5781,3273.95,0
5782,3273.64,0
5783,3273.44,0
5784,3273.19,0
5785,3273.07,0
5786,3273,0
5787,3272.98,0
5788,3272.88,0
5789,3272.73,0
5790,3272.56,0
5791,3272.27,0
5792,3271.93,0
5793,3271.83,0
5794,3271.7,0
5795,3271.61,0
5796,3271.55,0
5797,3271.43,0
5798,3271.21,0
5799,3271.02,0
5800,3270.85,0
5801,3270.76,0
5802,3270.64,0
5803,3270.41,0
5804,3270.25,0
5805,3269.95,0
5806,3269.68,0
5807,3269.39,0
5808,3269.06,0
5809,3268.84,0
5810,3268.62,0
5811,3268.34,0
5812,3268.21,0
5813,3267.96,0
5814,3267.68,0
5815,3267.36,0
5816,3267.05,0
5817,3266.85,0
5818,3266.7,0
5819,3266.59,0
5820,3266.44,0
5821,3266.26,0
5822,3265.94,0
5823,3265.67,0
5824,3265.61,0
5825,3265.55,0
5826,3265.38,0
5827,3265.26,0
5828,3265.16,0
5829,3265.03,0
5830,3264.87,0
5831,3264.76,0
5832,3264.63,0
5833,3264.45,0
5834,3264.25,0
5835,3264.07,0
5836,3263.78,0
5837,3263.65,0
5838,3263.44,0
5839,3263.2,0
5840,3262.99,0
5841,3262.84,0
5842,3262.67,0
5843,3262.49,0
5844,3262.25,0
5845,3261.93,0
5846,3261.6,0
5847,3261.28,0
5848,3261.12,0
5849,3260.91,0
5850,3260.84,0
5851,3260.72,0
5852,3260.68,0
5853,3260.51,0
5854,3260.28,0
5855,3260.1,0
5856,3260,0
5857,3259.85,0
5858,3259.77,0
5859,3259.56,0
5860,3259.43,0
5861,3259.23,0
5862,3259.09,0
5863,3258.96,0
5864,3258.78,0
5865,3258.55,0
5866,3258.31,0
5867,3258.12,0
5868,3257.91,0
5869,3257.71,0
5870,3257.46,0
5871,3257.27,0
5872,3257.04,0
5873,3256.8,0
5874,3256.57,0
5875,3256.4,0
5876,3256.16,0
5877,3255.95,0
5878,3255.76,0
5879,3255.6,0
5880,3255.26,0
5881,3255.08,0
5882,3254.82,0
5883,3254.66,0
5884,3254.63,0
5885,3254.47,0
5886,3254.32,0
5887,3254.13,0
5888,3254,0
5889,3253.91,0
5890,3253.75,0
5891,3253.59,0
5892,3253.43,0
5893,3253.34,0
5894,3253.2,0
5895,3253.01,0
5896,3252.82,0
5897,3252.7,0
5898,3252.53,0
5899,3252.35,0
5900,3252.17,0
5901,3251.91,0
5902,3251.7,0
5903,3251.46,0
5904,3251.22,0
5905,3251.02,0
5906,3250.84,0
5907,3250.6,0
5908,3250.43,0
5909,3250.18,0
5910,3249.94,0
5911,3249.85,0
5912,3249.71,0
5913,3249.53,0
5914,3249.48,0
5915,3249.29,0
5916,3249.21,0
5917,3249.05,0
5918,3248.91,0
5919,3248.81,0
5920,3248.68,0
5921,3248.52,0
5922,3248.35,0
5923,3248.15,0
5924,3247.98,0
5925,3247.78,0
5926,3247.57,0
5927,3247.49,0
5928,3247.31,0
5929,3247.11,0
5930,3246.93,0
5931,3246.67,0
5932,3246.3,0
5933,3246.1,0
5934,3245.86,0
5935,3245.65,0
5936,3245.36,0
5937,3245.11,0
5938,3244.84,0
5939,3244.65,0
5940,3244.41,0
5941,3244.26,0
5942,3244.15,0
5943,3243.92,0
5944,3243.74,0
5945,3243.5,0
5946,3243.26,0
5947,3243.13,0
5948,3242.9,0
5949,3242.87,0
5950,3242.69,0
5951,3242.39,0
5952,3242.15,0
5953,3241.96,0
5954,3241.74,0
5955,3241.61,0
5956,3241.48,0
5957,3241.33,0
5958,3241.21,0
5959,3241.05,0
5960,3240.84,0
5961,3240.71,0
5962,3240.57,0
5963,3240.43,0
5964,3240.29,0
5965,3240.05,0
5966,3239.79,0
5967,3239.63,0
5968,3239.4,0
5969,3239.15,0
5970,3239,0
5971,3238.79,0
5972,3238.4,0
5973,3238.19,0
5974,3238.06,0
5975,3237.82,0
5976,3237.72,0
5977,3237.46,0
5978,3237.28,0
5979,3237.18,0
5980,3237.06,0
5981,3237.1,0
5982,3237.02,0
5983,3236.86,0
5984,3236.84,0
5985,3236.7,0
5986,3236.55,0
5987,3236.26,0
5988,3236.08,0
5989,3235.92,0
5990,3235.81,0
5991,3235.62,0
5992,3235.43,0
5993,3235.25,0
5994,3234.92,0
5995,3234.65,0
5996,3234.46,0
5997,3234.26,0
5998,3234.04,0
5999,3233.8,0
6000,3233.62,0
6001,3233.45,0
6002,3233.19,0
6003,3232.99,0
6004,3232.77,0
6005,3232.55,0
6006,3232.39,0
